CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
41386543,KENNEDY'S CHICKEN SANDWICHES,MANHATTAN,3789,BROADWAY,10032,2122818144,Chicken,11/15/2012,Violations were cited in the following area(s).,06A,Critical,9,A,11/15/2012,4/25/2016,Cycle Inspection / Re-inspection
41613181,JUICE PRESS,MANHATTAN,1050,3 AVENUE,10065,2124860157,"Juice, Smoothies, Fruit Salads",9/7/2012,Violations were cited in the following area(s).,10F,Not Critical,7,A,9/7/2012,4/25/2016,Cycle Inspection / Re-inspection
40996589,GENA'S GRILL,MANHATTAN,210,1 AVENUE,10009,2124733700,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9/11/2012,Violations were cited in the following area(s).,10F,Not Critical,11,A,9/11/2012,4/25/2016,Cycle Inspection / Re-inspection
41653737,NAPOLI PIZZA & PASTA,MANHATTAN,152,EAST  110 STREET,10029,2123691258,Pizza/Italian,12/20/2012,Violations were cited in the following area(s).,04L,Critical,11,A,12/20/2012,4/25/2016,Cycle Inspection / Re-inspection
40994918,KEY BAR,MANHATTAN,432,EAST   13 STREET,10009,2124783021,American,6/5/2012,Violations were cited in the following area(s).,04H,Critical,13,A,6/5/2012,4/25/2016,Cycle Inspection / Re-inspection
40393012,PATRICK CONWAYS,MANHATTAN,40,EAST   43 STREET,10017,2122861873,American,5/23/2012,Violations were cited in the following area(s).,06D,Critical,12,A,5/23/2012,4/25/2016,Cycle Inspection / Initial Inspection
40399970,TAI PAN BAKERY,MANHATTAN,194,CANAL STREET,10013,2127322222,Bakery,12/20/2012,Violations were cited in the following area(s).,06C,Critical,12,A,12/20/2012,4/25/2016,Cycle Inspection / Re-inspection
40379746,RESTUARANT NIPPON,MANHATTAN,155,EAST   52 STREET,10022,2126885941,Japanese,5/11/2012,Violations were cited in the following area(s).,08A,Not Critical,11,A,5/11/2012,4/25/2016,Cycle Inspection / Initial Inspection
40949905,KA WAH BAKERY,MANHATTAN,9,ELDRIDGE STREET,10002,2122260133,Bakery,9/20/2012,Establishment re-opened by DOHMH,,Not Applicable,0,P,9/20/2012,4/25/2016,Cycle Inspection / Reopening Inspection
41611659,THE COFFEE BEAN & TEA LEAF,MANHATTAN,1412,BROADWAY,10018,2125753854,Caf̩/Coffee/Tea,11/23/2012,Violations were cited in the following area(s).,06A,Critical,10,A,11/23/2012,4/25/2016,Cycle Inspection / Re-inspection
41181327,DIRTY BIRD TO-GO,MANHATTAN,204,WEST   14 STREET,10011,2126204836,Chicken,11/28/2012,Violations were cited in the following area(s).,02B,Critical,27,B,11/28/2012,4/25/2016,Cycle Inspection / Re-inspection
40883548,Toast,MANHATTAN,2737,BROADWAY,10025,2126637010,American,12/6/2012,Violations were cited in the following area(s).,04M,Critical,12,A,12/6/2012,4/25/2016,Cycle Inspection / Re-inspection
41532069,RUBIROSA PIZZA & RISTORANTE,MANHATTAN,235,MULBERRY STREET,10012,2129650500,Pizza/Italian,7/23/2012,Violations were cited in the following area(s).,10B,Not Critical,13,A,7/23/2012,4/25/2016,Cycle Inspection / Re-inspection
40512186,CAFE OLE USA,MANHATTAN,453,_WEST   54 STREET,10019,2122469737,Caf̩/Coffee/Tea,8/21/2012,Violations were cited in the following area(s).,10F,Not Critical,12,A,8/21/2012,4/25/2016,Cycle Inspection / Initial Inspection
40893866,DOMINO'S,MANHATTAN,227,WEST   40 STREET,10018,2129440400,Pizza,9/18/2012,Violations were cited in the following area(s).,10F,Not Critical,11,A,9/18/2012,4/25/2016,Cycle Inspection / Re-inspection
41328516,SIN BIN,MANHATTAN,1074,1 AVENUE,10022,2129809850,American,12/6/2012,Violations were cited in the following area(s).,04H,Critical,9,A,12/6/2012,4/25/2016,Cycle Inspection / Initial Inspection
41482120,LOTUS LUCKY EXPRESS,MANHATTAN,4840,BROADWAY,10034,2125698899,Chinese,11/19/2012,Violations were cited in the following area(s).,04H,Critical,12,A,11/19/2012,4/25/2016,Cycle Inspection / Initial Inspection
41639072,JOANNE TRATTORIA,MANHATTAN,70,W 68TH ST,10023,2127210068,Italian,10/2/2012,Violations were cited in the following area(s).,04C,Critical,12,A,10/2/2012,4/25/2016,Cycle Inspection / Re-inspection
40996589,GENA'S GRILL,MANHATTAN,210,1 AVENUE,10009,2124733700,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9/11/2012,Violations were cited in the following area(s).,06D,Critical,11,A,9/11/2012,4/25/2016,Cycle Inspection / Re-inspection
40911873,KMR,MANHATTAN,575,MADISON AVE FL 1ST,10022,2129407099,American,4/27/2012,Violations were cited in the following area(s).,06A,Critical,13,A,4/27/2012,4/25/2016,Cycle Inspection / Initial Inspection
41555596,JACQUES TORRES CHOCOLATE,MANHATTAN,30,ROCKEFELLER PLAZA,10112,2126641804,American,5/22/2012,Violations were cited in the following area(s).,10F,Not Critical,9,A,5/22/2012,4/25/2016,Cycle Inspection / Initial Inspection
40424633,MANNA HOUSE,MANHATTAN,125,MOTT STREET,10013,2129663766,Bakery,12/12/2012,Violations were cited in the following area(s).,08A,Not Critical,26,B,12/12/2012,4/25/2016,Cycle Inspection / Re-inspection
41577790,CHICKEN DELICATESSEN,MANHATTAN,43,EAST   28 STREET,10016,2122131729,American,9/15/2012,Establishment re-opened by DOHMH,,Not Applicable,0,C,9/15/2012,4/25/2016,Cycle Inspection / Reopening Inspection
40850087,MADAME TUSSAUD'S,MANHATTAN,234,WEST   42 STREET,10036,2125129600,Hotdogs,9/20/2012,Violations were cited in the following area(s).,06D,Critical,11,A,9/20/2012,4/25/2016,Cycle Inspection / Re-inspection
41535378,ELIEZER KITCHEN,MANHATTAN,100,CHURCH STREET,10007,2125131110,American,12/10/2012,Violations were cited in the following area(s).,02G,Critical,27,B,12/10/2012,4/25/2016,Cycle Inspection / Re-inspection
41437934,MENDY'S KOSHER DELICATESSEN,MANHATTAN,10,ROCKEFELLER PLAZA,10020,2122625600,Jewish/Kosher,6/18/2012,Violations were cited in the following area(s).,10F,Not Critical,9,A,6/18/2012,4/25/2016,Cycle Inspection / Re-inspection
40654847,SHOWMAN'S CAFE,MANHATTAN,375,WEST  125 STREET,10027,2128648941,American,10/1/2012,Violations were cited in the following area(s).,08A,Not Critical,10,A,10/1/2012,4/25/2016,Cycle Inspection / Initial Inspection
40563041,RAY'S CANDY STORE,MANHATTAN,113,AVENUE A,10009,9173407855,American,12/19/2012,Violations were cited in the following area(s).,10I,Not Critical,59,C,12/19/2012,4/25/2016,Cycle Inspection / Re-inspection
41361611,KNISH NOSH (CONSERVATORY WATER),MANHATTAN,0,5TH AVE/CENTRAL PARK,10021,3475270881,American,7/9/2012,Violations were cited in the following area(s).,10B,Not Critical,8,A,7/9/2012,4/25/2016,Cycle Inspection / Re-inspection
41588040,CASA NONNA,MANHATTAN,310,WEST   38 STREET,10018,2127363000,Italian,6/22/2012,Violations were cited in the following area(s).,09C,Not Critical,2,A,6/22/2012,4/25/2016,Cycle Inspection / Initial Inspection
40640843,WHISKEY PARK,MANHATTAN,100,CENTRAL PARK SOUTH,10019,2123079222,American,10/16/2012,Violations were cited in the following area(s).,04H,Critical,13,A,10/16/2012,4/25/2016,Cycle Inspection / Initial Inspection
41674459,LA MARINA,MANHATTAN,348,DYCKMAN STREET,10034,2125676300,American,9/19/2012,Violations were cited in the following area(s).,10B,Not Critical,13,A,9/19/2012,4/25/2016,Pre-permit (Operational) / Initial Inspection
41647571,PEKING GARDEN,MANHATTAN,3163,BROADWAY,10027,2128653600,Chinese,10/25/2012,Violations were cited in the following area(s).,02B,Critical,8,A,10/25/2012,4/25/2016,Cycle Inspection / Re-inspection
40959339,FRATELLI'S MARKET PLACE,MANHATTAN,0,WARDS ISLAND/2FL,10057,6466726722,American,7/16/2012,Violations were cited in the following area(s).,04L,Critical,20,B,7/16/2012,4/25/2016,Cycle Inspection / Re-inspection
40368725,CAFE RIAZOR,MANHATTAN,245,WEST   16 STREET,10011,2127272132,Spanish,10/2/2012,Violations were cited in the following area(s).,10H,Not Critical,12,A,10/2/2012,4/25/2016,Cycle Inspection / Re-inspection
41443598,CAFE BOULUD/BAR PLEIADES,MANHATTAN,20,EAST   76 STREET,10021,2127722600,French,8/22/2012,Violations were cited in the following area(s).,10F,Not Critical,13,A,8/22/2012,4/25/2016,Cycle Inspection / Initial Inspection
41218096,CHIPOTLE MEXICAN GRILL,MANHATTAN,864,BROADWAY,10003,2122537860,Mexican,8/28/2012,Violations were cited in the following area(s).,06D,Critical,7,A,8/28/2012,4/25/2016,Cycle Inspection / Re-inspection
41168057,RISTORANTE GRIFONE,MANHATTAN,244,EAST 46 STREET,10017,2124907275,Italian,8/22/2012,Violations were cited in the following area(s).,06D,Critical,8,A,8/22/2012,4/25/2016,Cycle Inspection / Re-inspection
40891782,REGAL CINEMAS,MANHATTAN,102,NORTH END AVENUE,10282,2129454370,American,6/14/2012,Violations were cited in the following area(s).,10I,Not Critical,6,A,6/14/2012,4/25/2016,Cycle Inspection / Initial Inspection
41602382,BARNES & NOBLE CAFE,MANHATTAN,2289,BROADWAY,10024,2123628835,Caf̩/Coffee/Tea,12/14/2012,Violations were cited in the following area(s).,04L,Critical,12,A,12/14/2012,4/25/2016,Cycle Inspection / Re-inspection
40376121,CHARLIE'S MOM CHINESE RESTAURANT,MANHATTAN,464,6 AVENUE,10011,2128078585,Chinese,10/16/2012,Violations were cited in the following area(s).,08A,Not Critical,12,A,10/16/2012,4/25/2016,Cycle Inspection / Re-inspection
41387188,GE FINANCIAL CAFE,MANHATTAN,299,PARK AVENUE,10171,6464287041,American,8/6/2012,Violations were cited in the following area(s).,10B,Not Critical,7,A,8/6/2012,4/25/2016,Cycle Inspection / Initial Inspection
41530258,OSTERIA AL DODGE,MANHATTAN,142,WEST   44 STREET,10036,2129443643,Italian,10/22/2012,Violations were cited in the following area(s).,10F,Not Critical,13,A,10/22/2012,4/25/2016,Cycle Inspection / Initial Inspection
41605850,AJISEN RAMEN,MANHATTAN,136,WEST   28 STREET,10001,6466380888,Japanese,11/15/2012,Violations were cited in the following area(s).,10A,Not Critical,9,A,11/15/2012,4/25/2016,Cycle Inspection / Initial Inspection
40393044,SCALINATELLA RESTAURANT,MANHATTAN,201,EAST   61 STREET,10065,2122078280,Italian,10/18/2012,Violations were cited in the following area(s).,10F,Not Critical,13,A,10/18/2012,4/25/2016,Cycle Inspection / Re-inspection
41011580,THE SPOTTED PIG,MANHATTAN,314,WEST   11 STREET,10014,2126200393,American,8/23/2012,Violations were cited in the following area(s).,08A,Not Critical,10,A,8/23/2012,4/25/2016,Cycle Inspection / Re-inspection
41234610,WHITMAN & BLOOM,MANHATTAN,384,3 AVENUE,10016,2127254477,American,12/19/2012,Violations were cited in the following area(s).,04L,Critical,19,B,12/19/2012,4/25/2016,Cycle Inspection / Re-inspection
41121531,EMPANADA MAMA,MANHATTAN,763,9 AVENUE,10019,2126989008,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12/4/2012,Violations were cited in the following area(s).,08A,Not Critical,18,B,12/4/2012,4/25/2016,Cycle Inspection / Re-inspection
41445748,GRAND CAFE (Metropolitan Hospital),MANHATTAN,1901,2 AVENUE,10029,2124237519,American,12/27/2012,Violations were cited in the following area(s).,02G,Critical,9,A,12/27/2012,4/25/2016,Cycle Inspection / Re-inspection
40666183,QUEEN VIC,MANHATTAN,68,SECOND AVENUE,10003,2122545766,American,11/30/2012,Violations were cited in the following area(s).,10A,Not Critical,13,A,11/30/2012,4/25/2016,Cycle Inspection / Initial Inspection
40592981,FLUTE,MANHATTAN,205,WEST   54 STREET,10019,2122655169,American,9/5/2012,Violations were cited in the following area(s).,04N,Critical,12,A,9/5/2012,4/25/2016,Cycle Inspection / Re-inspection
41193772,DAKE SUSHI,MANHATTAN,348,7 AVENUE,10001,2122449100,Japanese,10/15/2012,Violations were cited in the following area(s).,02B,Critical,11,A,10/15/2012,4/25/2016,Cycle Inspection / Initial Inspection
40841272,SYLVIA'S RESTAURANT,MANHATTAN,328,LENOX AVENUE,10027,2129960660,Soul Food,10/26/2012,Violations were cited in the following area(s).,06E,Critical,13,A,10/26/2012,4/25/2016,Cycle Inspection / Initial Inspection
41538772,K Falafel House,MANHATTAN,1752,2 AVENUE,10128,2129876077,Mediterranean,11/19/2012,Violations were cited in the following area(s).,10F,Not Critical,11,A,11/19/2012,4/25/2016,Cycle Inspection / Initial Inspection
41009410,M1-5,MANHATTAN,52,WALKER STREET,10013,2129651701,American,9/5/2012,Violations were cited in the following area(s).,10B,Not Critical,13,A,9/5/2012,4/25/2016,Cycle Inspection / Initial Inspection
41543893,SONNIER & CASTLE FOOD,MANHATTAN,532,WEST   46 STREET,10036,2129576481,Continental,10/11/2012,Violations were cited in the following area(s).,06F,Critical,12,A,10/11/2012,4/25/2016,Cycle Inspection / Re-inspection
41462643,OBAO,MANHATTAN,222,EAST   53 STREET,10022,2123085588,Korean,8/30/2012,Violations were cited in the following area(s).,06D,Critical,13,A,8/30/2012,4/25/2016,Cycle Inspection / Re-inspection
41103795,NEW YORK UNIVERSITY - COLLEGE OF DENTISTRY,MANHATTAN,345,EAST   24 STREET,10010,2129953088,American,8/23/2012,Violations were cited in the following area(s).,10F,Not Critical,4,A,8/23/2012,4/25/2016,Cycle Inspection / Initial Inspection
40592981,FLUTE,MANHATTAN,205,WEST   54 STREET,10019,2122655169,American,9/5/2012,Violations were cited in the following area(s).,08C,Not Critical,12,A,9/5/2012,4/25/2016,Cycle Inspection / Re-inspection
41254297,PERILLA,MANHATTAN,9,JONES STREET,10014,2129296868,American,9/7/2012,Violations were cited in the following area(s).,04L,Critical,10,A,9/7/2012,4/25/2016,Cycle Inspection / Re-inspection
41673993,GLAZE TERIYAKI GRILL,MANHATTAN,139,4 AVENUE,10003,2124209400,Japanese,12/19/2012,Violations were cited in the following area(s).,10A,Not Critical,11,A,12/19/2012,4/25/2016,Cycle Inspection / Initial Inspection
41177247,EAT-A-BAGEL - BOAT SPIRIT OF AMERICA,MANHATTAN,12,WHITEHALL FERRY TERMINAL,10004,7182738400,Bagels/Pretzels,6/26/2012,Violations were cited in the following area(s).,10A,Not Critical,10,A,6/26/2012,4/25/2016,Cycle Inspection / Initial Inspection
41237861,CIPRIANI 42ND STREET,MANHATTAN,110,EAST   42 STREET,10017,6467230822,Italian,12/19/2012,Violations were cited in the following area(s).,08A,Not Critical,13,A,12/19/2012,4/25/2016,Cycle Inspection / Re-inspection
41541583,SAVORY & SWEET,MANHATTAN,450,WEST   33 STREET,10001,2125944444,American,10/19/2012,Violations were cited in the following area(s).,10F,Not Critical,12,A,10/19/2012,4/25/2016,Cycle Inspection / Initial Inspection
40402785,HARMONIE CLUB,MANHATTAN,4,EAST   60 STREET,10022,2123557400,American,12/11/2012,Violations were cited in the following area(s).,02G,Critical,7,A,12/11/2012,4/25/2016,Cycle Inspection / Re-inspection
41461457,Armory Foundation,MANHATTAN,216,FT WASHINGTON AVENUE,10032,2129231803,American,3/9/2012,Violations were cited in the following area(s).,08C,Not Critical,26,B,3/9/2012,4/25/2016,Cycle Inspection / Re-inspection
41354976,SPICE,MANHATTAN,104,2 AVENUE,10003,2125338900,Thai,1/30/2012,Violations were cited in the following area(s).,10B,Not Critical,11,A,1/30/2012,4/25/2016,Cycle Inspection / Re-inspection
41061112,T & R PIZZA,MANHATTAN,411,AMSTERDAM AVENUE,10024,2127874093,Pizza,12/27/2012,Violations were cited in the following area(s).,04L,Critical,32,C,12/27/2012,4/25/2016,Cycle Inspection / Re-inspection
41514376,WICHCRAFT,MANHATTAN,601,WEST   26 STREET,10001,2127800577,Sandwiches,8/20/2012,Violations were cited in the following area(s).,10B,Not Critical,9,A,8/20/2012,4/25/2016,Cycle Inspection / Re-inspection
41009410,M1-5,MANHATTAN,52,WALKER STREET,10013,2129651701,American,9/5/2012,Violations were cited in the following area(s).,08B,Not Critical,13,A,9/5/2012,4/25/2016,Cycle Inspection / Initial Inspection
41408568,MOTHER BURGER,MANHATTAN,329,WEST   49 STREET,10019,2127578600,Hamburgers,10/18/2012,Violations were cited in the following area(s).,02G,Critical,12,A,10/18/2012,4/25/2016,Cycle Inspection / Initial Inspection
41650149,83 1/2,MANHATTAN,345,EAST   83 STREET,10028,2127378312,American,12/13/2012,Violations were cited in the following area(s).,02B,Critical,19,B,12/13/2012,4/25/2016,Pre-permit (Operational) / Re-inspection
40957025,M2M MART,MANHATTAN,2935,BROADWAY,10025,2122804600,Asian,8/30/2012,Violations were cited in the following area(s).,04L,Critical,26,B,8/30/2012,4/25/2016,Cycle Inspection / Re-inspection
41216183,TRADER'S EXPRESS DELI,MANHATTAN,22,BEAVER STREET,10004,2124820620,American,11/13/2012,Violations were cited in the following area(s).,02B,Critical,9,A,11/13/2012,4/25/2016,Cycle Inspection / Re-inspection
41164208,MANITOBA'S,MANHATTAN,99,AVENUE B,10009,2129822511,American,11/14/2012,Violations were cited in the following area(s).,10H,Not Critical,5,A,11/14/2012,4/25/2016,Cycle Inspection / Re-inspection
40397791,PYRAMID,MANHATTAN,101,AVENUE A,10009,2122284888,American,12/4/2012,Violations were cited in the following area(s).,10F,Not Critical,10,A,12/4/2012,4/25/2016,Cycle Inspection / Re-inspection
41476051,PICCOLO CAFE,MANHATTAN,157,3 AVENUE,10003,2122601175,Caf̩/Coffee/Tea,10/22/2012,Violations were cited in the following area(s).,04H,Critical,24,B,10/22/2012,4/25/2016,Cycle Inspection / Re-inspection
41378724,SCHNIPPER'S QUALITY KITCHEN,MANHATTAN,620,8 AVENUE,10018,2129212400,American,8/30/2012,Violations were cited in the following area(s).,10F,Not Critical,9,A,8/30/2012,4/25/2016,Cycle Inspection / Initial Inspection
41169439,JACK RUSSELL'S PUB,MANHATTAN,1591,2 AVENUE,10028,2124722800,American,12/13/2012,Violations were cited in the following area(s).,10B,Not Critical,22,B,12/13/2012,4/25/2016,Cycle Inspection / Re-inspection
40935628,MERMAID INN,MANHATTAN,96,2 AVENUE,10003,2126745870,Seafood,6/5/2012,Violations were cited in the following area(s).,02G,Critical,14,B,6/5/2012,4/25/2016,Cycle Inspection / Re-inspection
40932764,CAFE METRO,MANHATTAN,370,LEXINGTON AVENUE,10017,2128671090,American,10/22/2012,Violations were cited in the following area(s).,10H,Not Critical,6,A,10/22/2012,4/25/2016,Cycle Inspection / Initial Inspection
40379355,MCALEER'S PUB,MANHATTAN,425,AMSTERDAM AVENUE,10024,2123627867,Irish,12/26/2012,Violations were cited in the following area(s).,08A,Not Critical,27,B,12/26/2012,4/25/2016,Cycle Inspection / Re-inspection
40911873,KMR,MANHATTAN,575,MADISON AVE FL 1ST,10022,2129407099,American,4/27/2012,Violations were cited in the following area(s).,10F,Not Critical,13,A,4/27/2012,4/25/2016,Cycle Inspection / Initial Inspection
41354976,SPICE,MANHATTAN,104,2 AVENUE,10003,2125338900,Thai,1/30/2012,Violations were cited in the following area(s).,02G,Critical,11,A,1/30/2012,4/25/2016,Cycle Inspection / Re-inspection
41050812,OXFORD CAFE,MANHATTAN,109,EAST   59 STREET,10022,2127501060,Delicatessen,9/4/2012,Violations were cited in the following area(s).,04N,Critical,23,B,9/4/2012,4/25/2016,Cycle Inspection / Re-inspection
41286929,PARK TOWER MANAGEMENT,MANHATTAN,535,MADISON AVENUE,10022,2123084177,American,11/19/2012,No violations were recorded at the time of this inspection.,,Not Applicable,0,A,11/19/2012,4/25/2016,Cycle Inspection / Initial Inspection
41485670,ANDAZ FIFTH AVENUE,MANHATTAN,485,5 AVENUE,10017,2126011234,American,7/25/2012,Violations were cited in the following area(s).,10F,Not Critical,9,A,7/25/2012,4/25/2016,Cycle Inspection / Initial Inspection
41474931,MCDONALD'S,MANHATTAN,12,PENN STATION,10001,2127366157,American,11/13/2012,Violations were cited in the following area(s).,10F,Not Critical,8,A,11/13/2012,4/25/2016,Cycle Inspection / Re-inspection
41338973,PRIME CAFE,MANHATTAN,125,WEST   26 STREET,10001,7185135112,American,7/30/2012,Violations were cited in the following area(s).,06F,Critical,12,A,7/30/2012,4/25/2016,Cycle Inspection / Re-inspection
40899971,SUSHI ZEN,MANHATTAN,108,WEST   44 STREET,10036,2123020707,Japanese,5/15/2012,Violations were cited in the following area(s).,10B,Not Critical,11,A,5/15/2012,4/25/2016,Cycle Inspection / Initial Inspection
41251140,TRATTORIA TRE COLORI,MANHATTAN,254,WEST   47 STREET,10036,2129974540,Italian,12/13/2012,Violations were cited in the following area(s).,06E,Critical,13,A,12/13/2012,4/25/2016,Cycle Inspection / Re-inspection
40726811,RELIABLE FOOD,MANHATTAN,59,EAST   54 STREET,10022,2127506363,American,12/21/2012,Violations were cited in the following area(s).,02G,Critical,13,A,12/21/2012,4/25/2016,Cycle Inspection / Initial Inspection
40511479,CIBAR - LADY MENDL'S TEA SALON,MANHATTAN,56,IRVING PLACE,10003,2124605656,American,8/28/2012,Violations were cited in the following area(s).,06D,Critical,27,B,8/28/2012,4/25/2016,Cycle Inspection / Re-inspection
40737995,AU BON PAIN,MANHATTAN,80,PINE STREET,10005,2129529007,Sandwiches/Salads/Mixed Buffet,9/21/2012,Violations were cited in the following area(s).,08A,Not Critical,13,A,9/21/2012,4/25/2016,Cycle Inspection / Initial Inspection
40748296,RESTAURANT ANNISA,MANHATTAN,13,BARROW STREET,10014,2127416699,American,10/16/2012,Violations were cited in the following area(s).,10B,Not Critical,20,B,10/16/2012,4/25/2016,Cycle Inspection / Re-inspection
41659425,ARATA JAPANESE RESTAURANT,MANHATTAN,1047,2 AVENUE,10022,2123718338,Japanese,11/23/2012,Violations were cited in the following area(s).,08A,Not Critical,11,A,11/23/2012,4/25/2016,Cycle Inspection / Re-inspection
41577958,CITY CAKES,MANHATTAN,251,WEST   18 STREET,10011,6466882286,Bakery,10/18/2012,Violations were cited in the following area(s).,10D,Not Critical,4,A,10/18/2012,4/25/2016,Cycle Inspection / Re-inspection
41232504,FIG AND OLIVE,MANHATTAN,420,WEST   13 STREET,10014,2129241200,Mediterranean,8/15/2012,Violations were cited in the following area(s).,08C,Not Critical,4,A,8/15/2012,4/25/2016,Cycle Inspection / Re-inspection
41678934,MEATBALL OBSESSION,MANHATTAN,510,AVENUE OF THE AMERICAS,10011,2122608646,American,8/3/2012,Establishment re-opened by DOHMH,10H,Not Critical,2,P,8/3/2012,4/25/2016,Pre-permit (Operational) / Reopening Inspection
41363595,HUDSON TERRACE,MANHATTAN,621,WEST 46 STREET,10036,2123159400,American,7/3/2012,Violations were cited in the following area(s).,06E,Critical,11,A,7/3/2012,4/25/2016,Cycle Inspection / Re-inspection
41614704,HUNTER COLLEGE FOOD COURT,MANHATTAN,695,PARK AVENUE,10065,2127724281,American,10/12/2012,Establishment re-opened by DOHMH,04L,Critical,9,P,10/12/2012,4/25/2016,Cycle Inspection / Reopening Inspection
41148473,DEL POSTO RISTORANTE,MANHATTAN,85,10 AVENUE,10011,2124978090,Italian,8/22/2012,Violations were cited in the following area(s).,06D,Critical,13,A,8/22/2012,4/25/2016,Cycle Inspection / Initial Inspection
41287315,MILK & COOKIES BAKERY,MANHATTAN,19,COMMERCE STREET,10014,2122431640,Bakery,12/27/2012,Violations were cited in the following area(s).,04L,Critical,13,A,12/27/2012,4/25/2016,Cycle Inspection / Re-inspection
40393742,POPEYES LOUISIANA KITCHEN/DUNKIN DONUTS,MANHATTAN,321,WEST  125 STREET,10027,2129329636,Chicken,8/13/2012,Violations were cited in the following area(s).,08A,Not Critical,12,A,8/13/2012,4/25/2016,Cycle Inspection / Re-inspection
40906867,SUBWAY,MANHATTAN,173,WEST   26 STREET,10001,2122557647,Sandwiches,12/17/2012,Violations were cited in the following area(s).,10F,Not Critical,2,A,12/17/2012,4/25/2016,Cycle Inspection / Initial Inspection
41499169,THE LAMBS CLUB,MANHATTAN,130,WEST   44 STREET,10036,2129975262,American,8/16/2012,Violations were cited in the following area(s).,08A,Not Critical,12,A,8/16/2012,4/25/2016,Cycle Inspection / Initial Inspection
41535860,PESCATORE,MANHATTAN,955,2 AVENUE,10022,2127527151,Italian,8/30/2012,Violations were cited in the following area(s).,10F,Not Critical,10,A,8/30/2012,4/25/2016,Cycle Inspection / Re-inspection
41521807,SARGE'S,MANHATTAN,548,3 AVENUE,10016,2126790442,Delicatessen,10/26/2012,Violations were cited in the following area(s).,08A,Not Critical,23,B,10/26/2012,4/25/2016,Cycle Inspection / Re-inspection
41453860,SPICE,MANHATTAN,236,8 AVENUE,10011,2126204585,Thai,8/15/2012,Violations were cited in the following area(s).,05D,Critical,12,A,8/15/2012,4/25/2016,Cycle Inspection / Re-inspection
41473136,WONDER FRIED CHICKEN,MANHATTAN,21,LENOX AVENUE,10026,2128661913,Chicken,6/22/2012,Violations were cited in the following area(s).,02G,Critical,18,B,6/22/2012,4/25/2016,Cycle Inspection / Re-inspection
40393044,SCALINATELLA RESTAURANT,MANHATTAN,201,EAST   61 STREET,10065,2122078280,Italian,10/18/2012,Violations were cited in the following area(s).,02B,Critical,13,A,10/18/2012,4/25/2016,Cycle Inspection / Re-inspection
40402377,REGENCY WHIST CLUB,MANHATTAN,15,EAST   67 STREET,10065,2127341734,American,12/5/2012,Violations were cited in the following area(s).,10B,Not Critical,9,A,12/5/2012,4/25/2016,Cycle Inspection / Re-inspection
41162796,ABC KITCHEN,MANHATTAN,35,EAST   18 STREET,10003,2124755829,American,12/10/2012,Violations were cited in the following area(s).,10H,Not Critical,13,A,12/10/2012,4/25/2016,Cycle Inspection / Initial Inspection
40715362,STARBUCKS,MANHATTAN,871,8 AVENUE,10019,2122467699,Caf̩/Coffee/Tea,6/15/2012,Violations were cited in the following area(s).,10F,Not Critical,4,A,6/15/2012,4/25/2016,Cycle Inspection / Initial Inspection
40646303,THE PLACE,MANHATTAN,310,WEST    4 STREET,10014,2129242711,Mediterranean,9/5/2012,Violations were cited in the following area(s).,02G,Critical,12,A,9/5/2012,4/25/2016,Cycle Inspection / Re-inspection
41399985,DUNKIN' DONUTS,MANHATTAN,523525,8 AVENUE,10018,2122160997,Donuts,7/6/2012,Violations were cited in the following area(s).,06E,Critical,12,A,7/6/2012,4/25/2016,Cycle Inspection / Initial Inspection
41521287,WEST NEW MALAYSIA RESTAURANT,MANHATTAN,4648,BOWERY,10013,2129640284,Asian,10/23/2012,Violations were cited in the following area(s).,10B,Not Critical,7,A,10/23/2012,4/25/2016,Cycle Inspection / Re-inspection
41664038,SIMPLY BAKERY,MANHATTAN,70,BAYARD STREET,10013,2127751188,Bakery,12/19/2012,Violations were cited in the following area(s).,06E,Critical,26,B,12/19/2012,4/25/2016,Cycle Inspection / Re-inspection
41619698,ANEJO,MANHATTAN,668,10 AVENUE,10036,2129204770,Mexican,5/9/2012,Violations were cited in the following area(s).,04H,Critical,12,A,5/9/2012,4/25/2016,Cycle Inspection / Re-inspection
41559999,DARKHORSE,MANHATTAN,17,MURRAY STREET,10007,2126083900,American,8/30/2012,Violations were cited in the following area(s).,10F,Not Critical,8,A,8/30/2012,4/25/2016,Cycle Inspection / Initial Inspection
41313562,DUNKIN' DONUTS,MANHATTAN,638,LEXINGTON AVENUE,10022,2126445848,Donuts,12/26/2012,Violations were cited in the following area(s).,04M,Critical,14,B,12/26/2012,4/25/2016,Cycle Inspection / Re-inspection
41056164,CACIO & PEPE,MANHATTAN,182,2 AVENUE,10003,2125055931,Italian,5/22/2012,Violations were cited in the following area(s).,10A,Not Critical,9,A,5/22/2012,4/25/2016,Cycle Inspection / Re-inspection
